,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,noise
31,tail,1037.0476190476,2167.4814814815,7849.1355932203,2393.9090909091,-483.9230769231,407.5833333333,332.4285714286,14939.1360544218,2210.4722222222,98255.9946380697,93576.6153846154,106295.941747573,92515.8650793651,34143.7954545455,17796.6956521739,15182.9247311828,21475.7931034483,33314.68,31827.1842105263,54848.3857142857,24082.3902439024,19061,20623.3956043956,23826.7857142857,25887.4230769231,25966.6666666667,29566.1527777778,25920.8333333333,19628.9285714286,16987.6595744681,17882.8974358974,23255.6617647059,23039.2608695652,27482.4545454545,25754.2558139535,25439.4742268041,182378.926356589,162936.085106383,135697.6,129889.75,178262.3,120503.234042553,84466.7592592593,63232.7073170732,61930.5357142857,70720.5875,31726.6849315069,26510.7333333333,29931.55,80461.6,34238.4761904762,16669.0416666667,17588.5384615385,21536.4358974359,27737.3225806452,30288.8448275862,27281.9736842105,28527.1153846154,32818.2985074627,34626.8311688312,31868,33232.3870967742,32562.9090909091,40976.6326530612,70253.7948717949,-632.15625,-506.25,740.7142857143,683.4545454545,3209.04,5616.52,6010.8717948718,9756.6,6235.2857142857,3815.1538461539,4174.0545454546,2024.4615384615,6091.6296296296,2848.4227642276,12553.2551020408,4876.0294117647,8043.8245614035,10305.6515151515,8749.7868852459,8885.9166666667,5732.3921568627,3452.0701754386,298.2205882353,2639.4871794872,7970.6764705882,1687.08,2754.7894736842,2391,4328.05,4915.6818181818,3012.0375,4430.6585365854,19312.2608695652,9783.4705882353,10127.55,8606.375,17478,17516.75,28825.9583333333,19773.4642857143,17138.5384615385,9248.9787234043,7763.3818181818,10778.3783783784,6971.2329545455,-322.6666666667,11.1118421053,795.5659163987,3101.5965909091,10865.4831460674,15025.1020408163,19804.4157894737,549.9097222222,622.8357142857,4664.3844856661,1002.7338129496,545.0838323353,2369.5266903915,868.3858267717,1027.4390243902,102.8928571429,643.82,2672.3692307692,4454.6571428571,1533.2972972973,1770.44,414.5714285714,1174.8897637795,1111.7368421053,1533.6571428571,2692.1014492754,378.7171052632,324.7448979592,175.152,433.9115281501,1172.5426997245,2059.2785234899,1226.1857142857,2382.4821428571,6652.1511627907,1416.6595744681,359.4014962594,369.7111111111,5344.1739130435,4484.9010989011,994.6191275168,1301.2771084337,2060.5205479452,1474.453038674,1107.0225988701,2325.0469314079,4029.9189189189,5326.4955752212,1622.4,2687.4912280702,5006.8275862069,7781.5641025641,11023.3720930233,17505.1904761905,25762.21875,28122.6428571429,27504.5833333333,26763.4285714286,27396.84375,33393.5,36874.6379310345,16892.2647058824,6913.8333333333,2542.2708333333,844.8604651163,262.8384279476,-414.3007518797,2157.4545454546,-17.8157894737,175.26,2119.5365853659,1027.04
32,tail,1092.8095238095,1515.0740740741,4492.4915254237,1557.6363636364,680.4615384615,608.7222222222,45.7428571429,11858.3469387755,948.3333333333,81231.5898123324,79059.1923076923,90019.8155339806,74711.1428571429,30658.4166666667,15556.6304347826,12283.5591397849,14889.4827586207,21965.14,24863.4210526316,46518.5857142857,19079.3414634146,14809.6428571429,14882.1208791209,17042.7142857143,18538.0192307692,18174.962962963,21679.1666666667,17819.4027777778,11722.4285714286,8754.4468085106,10118.8974358974,14340.8382352941,14223.7391304348,16622.1212121212,14967.2325581395,13606.8762886598,133293.406976744,114443.70212766,97105.7,93768.90625,135601.3,90567.7872340426,62116.7777777778,43653.0487804878,42800.6428571429,50807.825,17823.9315068493,12799.1333333333,14172.8625,49524.6,10175.5714285714,-3208.7083333333,-3365.5384615385,-811.8717948718,460.1612903226,475.6551724138,-3126.7368421053,-4560.7692307692,-3212.2985074627,-8486.2987012987,-16289.5882352941,-16872.8709677419,-17749.2272727273,-17595.0408163265,-7341.6923076923,14902.15625,14739.5714285714,14252.0357142857,14246.3181818182,16736.12,18551.96,18113.8974358974,20865.4857142857,17349,15146.9230769231,15364.4181818182,11700.3461538462,15687.8518518519,9827.2601626016,15300.8367346939,9557.5882352941,11660.2631578947,13133.7575757576,10929.393442623,9829.9166666667,7903.2745098039,7070.3070175439,4274.4166666667,6159.2307692308,10576.0882352941,4828.48,4166.7894736842,5013.5,4806.775,5975.0757575758,4592,3202.6219512195,15974.8695652174,8379.4117647059,8571.25,6980.40625,16266.1666666667,15898.1388888889,25354.4166666667,17376.4642857143,15292.9615384615,9188.5957446809,7498.5090909091,11061.2882882883,5937.2954545455,684.3088235294,206.6315789474,711.7459807074,1698.3125,5048.7471910112,7359.4081632653,11356.4684210526,-151.7048611111,501.7857142857,-4.3456998314,-64.928057554,104.2754491018,1497.4804270463,295.8897637795,326.9268292683,-75.7142857143,-20.3,2106.3076923077,3866.8,164.7567567568,600.64,-324.7142857143,442.4566929134,461.1842105263,182.1714285714,962.1739130435,-255.8059210526,39.2959183673,-272.464,192.6407506702,209.2865013774,1148.6912751678,629.2857142857,1408.9821428571,5276.5872093023,1923.1489361702,894.7780548628,385.5666666667,4619.3369565217,4349.5604395604,436.3842281879,2135.0963855422,2401.6575342466,1735.9060773481,1126.5310734463,1640.0722021661,1819.3783783784,4122.814159292,1714.0666666667,1693.6666666667,2934.3448275862,4376.0641025641,6626.6744186047,10380.0238095238,16213.9375,17676.2857142857,17114.0416666667,16859.6428571429,15464.90625,18192.6904761905,21407.1034482759,11288.5441176471,5710.1666666667,3072.9791666667,1543.5581395349,736.8340611354,384.7293233083,2539.4924242424,548.6644736842,734.95,1599.5853658537,166.92
33,tail,659.619047619,878.1111111111,3319.0677966102,1169.5,313.5128205128,343.0555555556,480.8,17075.5646258503,1263.5555555556,102514.656836461,102541.269230769,122707.155339806,109837.896825397,39120.6363636364,18939.3913043478,15897.1290322581,22470.5689655172,36314.44,33901.7280701754,61186.4285714286,24853.9756097561,18549.9761904762,19758.3516483516,23170.2380952381,25075.1923076923,24413.3703703704,29369.5833333333,25276.9583333333,17207.3571428571,14064.5957446809,15125.4102564103,21436.6029411765,21229.1304347826,25522.8484848485,23480.5348837209,21550.4329896907,220831.325581395,197870.468085106,168427.35,156147.59375,207440.66,148559,101690.759259259,72944.8536585366,69267.9107142857,77298.75,33806.4520547945,26997.1666666667,27655.7375,58993.4,21692.4285714286,10362.0416666667,13097.4102564103,15595.2564102564,16997.7096774194,19928.0689655172,18109.0789473684,18675.4230769231,22574.5223880597,21848.025974026,18479.4705882353,19238.3225806452,17869.0909090909,21144.7551020408,47884.4102564103,12505.9375,12493.1071428571,13726.3571428571,13258.5909090909,16194.16,18372.32,18860.9487179487,22473.2,18473.9285714286,14686.6923076923,15572.6545454545,12180.8076923077,15407.2962962963,9552.1544715447,20663.9387755102,11068.9117647059,15413.5789473684,17747.1515151515,15733.606557377,15396.75,11131.3921568627,8172.6929824561,4016.2009803922,5755.4615384615,11022.7058823529,4867.96,3338.5789473684,5156.4230769231,5031.425,7223.5303030303,5780.8875,7881.8170731707,26740.4347826087,16256.7647058824,15894.9,13723.65625,23911.9583333333,23585.9166666667,37906.125,26932.6785714286,23808.5,14783.914893617,12300.7090909091,16605.8828828829,10087.3011363636,987.4509803922,880.8486842105,739.2379421222,3491,11628.1741573034,16675.9591836735,22867.8736842105,-633.90625,-376.8178571429,6142.5497470489,223.4388489209,-202.874251497,1808.3807829182,15.4015748031,361.8292682927,-678.6071428571,-176.82,3060.3384615385,6261.4,-334.0540540541,-502.56,-290.3095238095,889.5354330709,583.5,630.9428571429,1365.2028985507,648.8223684211,-189.4285714286,-270.216,387.4530831099,1364.9173553719,1903.3120805369,1760.2285714286,2809.875,8196.9767441861,2872.5957446809,992.3366583541,136.9111111111,6133.2282608696,5678.989010989,1493.889261745,1560.3734939759,1655.5342465753,1161.2375690608,922.0056497175,2431.8411552347,3383.1351351351,5587.8318584071,2230.2666666667,2308.1052631579,4846.9655172414,8321.3974358974,11577.488372093,20056.0476190476,28708.65625,30472.5,30182.625,30358.9285714286,31065.5625,38452.5476190476,45469.9655172414,23421.6470588235,11278.5303030303,4958.1666666667,2277.1162790698,651.8296943231,319.2932330827,2770.0984848485,483.8618421053,452.17,1533.0243902439,661.56
34,tail,689.8095238095,869.2592592593,4076.1694915254,1478,33.9487179487,-479.5,-475.9142857143,9366.7823129252,-328.9722222222,88578.5013404826,88354.2692307692,86900.5048543689,75640.3253968254,29209.6515151515,15508.5,12106.7419354839,13320.224137931,19838.38,23527.3596491228,44033.8571428571,19306.1463414634,15056.4523809524,15352.0879120879,17284.4523809524,18450.4615384615,17896.6296296296,20703.8472222222,16877.2361111111,10843.625,8205.3617021277,8186.9743589744,12048.2058823529,12394.3043478261,15700.7575757576,13775.3488372093,13378.8659793814,127481.453488372,109208.042553191,90172.5,84939.25,133125.38,83545.3829787234,57901.5925925926,39581.5365853659,37468.4821428571,49923.8875,16029.6301369863,10709.9,13343.15,49448.1333333333,8974.9047619048,-5647.625,-5282.7692307692,-4158.1025641026,-5375.7741935484,-3414.3965517241,-5386,-7396.8846153846,-6676.7164179105,-13095.5194805195,-23835.4705882353,-23859.1935483871,-24461.3636363636,-23724.7551020408,-55453.9871794872,13457.0625,13164.6785714286,13502.7142857143,13085.0909090909,14948.72,16357.04,15967.5897435897,18400.1142857143,15781.0357142857,14077.6923076923,13386.2545454545,11112.5,15283.7037037037,8229.9674796748,12266.8299319728,7544.7941176471,9253.0350877193,10140.0606060606,7989.6065573771,7872.1875,5764.0980392157,4904.0614035088,3073.2647058824,5152.5384615385,9984.9705882353,3294.52,2404.7894736842,3379.9230769231,3376.725,4189.1363636364,2886.725,1539.5,13644.4347826087,5766.2941176471,5534.6,4963.09375,11581.75,11041.6666666667,19533.7083333333,13871.5357142857,12079.7692307692,7262.7659574468,4403.6,9596.1171171171,4527.5852272727,-531.7352941176,-806.8223684211,-115.1479099678,1413.3409090909,4127.5112359551,6443.1428571429,9759.1473684211,687.8541666667,401.25,242.0303541315,133.9712230216,602.9341317365,1660.5729537367,485.3070866142,322.6585365854,393.1428571429,727.5,2254.8,4991,648.8648648649,-67.96,-132.5952380952,464.4645669291,-206.9736842105,129.8285714286,958.2101449275,-177.2796052632,-276.2959183673,-219,-161.5656836461,153.8347107438,1027.6241610738,379.0428571429,608.4107142857,3899.3837209302,1319.1276595745,514.1122194514,222.4666666667,3400.6195652174,3258.5494505495,-104.283557047,1458.7710843374,1494.3835616438,1139.635359116,245.0508474576,855.9566787004,1383.1081081081,2981.0353982301,492.6888888889,1159.0877192983,2210.6724137931,3290.3461538462,5058.7209302326,7753.2142857143,12946.875,14883.2857142857,12893.5,13693.0714285714,12178.4375,14018.2857142857,16856.8620689655,8855.0735294118,3992.6818181818,1301.4166666667,183.3023255814,270.3624454148,-149.2180451128,2079.3333333333,-122.1315789474,300.4,1539.5853658537,1136.72
35,tail,356,12.2592592593,2552.8474576271,1174.9090909091,-240.2051282051,497.0833333333,386.0857142857,19155.8775510204,1455.1574074074,95354.6407506702,95450.9615384615,125211.961165049,99709.5158730159,41749.2803030303,19885.9130434783,16047.6559139785,22694.4655172414,34742.18,34450.0087719298,65200.1857142857,24791.0975609756,18218.0952380952,19886.3626373626,24219.7142857143,26411.7307692308,26236.2222222222,31636.9722222222,26407.4305555556,18689.3392857143,15050.0425531915,17006.7435897436,23352.3529411765,22060.4782608696,27132.3939393939,23554.0930232558,21922.0515463918,198776.697674419,166485.468085106,142003.4,138789.40625,186181.68,133392.468085106,91926.4444444444,66671.9512195122,66508.0178571429,72967.925,31774.602739726,25856.2333333333,25486.3375,57463.4,17809.5714285714,9299.9583333333,12758.2564102564,15397.1025641026,17411.6129032258,21466.7586206897,19185.9210526316,19208.2692307692,24348.1940298507,24278.8311688312,18037.0588235294,18861.935483871,16896.0909090909,19762.8367346939,9731.2692307692,10050.40625,10652.6428571429,11856.5714285714,11660.7727272727,15508.44,17995.68,17952.7948717949,22782.6285714286,17299.9285714286,13345.6923076923,14249.4181818182,10332,12899.8518518519,9252.5609756098,19093.231292517,10189.3235294118,14286.5964912281,15851.7727272727,14106.5901639344,13636.7708333333,10188.862745098,7746.9298245614,3963.5343137255,5569.1538461539,10471.6764705882,4585.52,3577.7894736842,6025.8846153846,5024.6,8005.6212121212,6215.5,5705.2682926829,21847.0869565217,14180.7058823529,14315.55,11419.9375,24189.6666666667,23286.7777777778,37151.6666666667,25480.3928571429,23304.0769230769,13596.914893617,11291.8545454545,14681.5765765766,9483.6704545455,1408.2549019608,907.3684210526,1126.7974276527,3596.3125,11346.1460674157,15359.9183673469,20707.1105263158,5.2326388889,236.8571428571,2553.9325463744,86.7985611511,233.1916167665,2789.1708185053,197.0866141732,345.4634146341,160.7142857143,741.74,2770.9692307692,3976.4285714286,273.7027027027,-125.12,196.0238095238,486.8031496063,280.1052631579,1124.2571428571,1521.6666666667,487.6019736842,632.5510204082,310.568,754.2278820375,1230.0633608815,1804.4093959732,1823.6,2725,8175.6279069767,2398.6595744681,1122.7880299252,784.7,7484.8043478261,6340.1208791209,1237.994966443,1994.578313253,1907.7260273973,971.0662983425,131.7062146893,1323.2563176895,2621.9189189189,4712.0619469027,1009.2,1789.8070175439,4399.6379310345,7627.2564102564,10340.6744186047,17765.0952380952,26946.03125,29377.2142857143,29564.6666666667,30239.8571428571,27777.75,33778.5476190476,37957.6206896552,18131.0882352941,8175.6060606061,2945.1041666667,1002.1860465116,-191.7161572052,-889.5187969925,1440.1363636364,-499.5723684211,-361.27,1130.6829268293,-76.16
36,tail,414.6666666667,747.8148148148,3014.2881355932,1185.2272727273,-837.7435897436,-49.6666666667,-686.5428571429,13061.4149659864,36.1481481481,73034.4075067024,77227.4230769231,103817.59223301,120403.880952381,46807.7878787879,18296.0434782609,22588.7634408602,17365.3793103448,25378.78,25419.4473684211,47635.9285714286,19482.756097561,14719.8571428571,14696.8021978022,20536.4761904762,21801.2307692308,20284.0740740741,26760.1388888889,19243.2638888889,13656.3928571429,12550.3404255319,12483.5641025641,16505.25,15787.3913043478,19149.6666666667,15945.3488372093,31914.0824742268,161882.337209302,138864.255319149,118491.5,118037.90625,160198.12,113397.468085106,79136.2407407407,57009.243902439,55804.9285714286,67916.0125,22633.3150684931,15950.0333333333,9751.175,3748.3333333333,-301.6666666667,-3722.8333333333,61.5641025641,909.7948717949,877.8064516129,1717.1034482759,-276.3421052632,-933.6153846154,2157.8955223881,2229.5714285714,367.7058823529,3709.935483871,9735.7727272727,28402.693877551,119906.282051282,17487.5,17479.9642857143,17623.25,17733.5,20549.32,21897.96,22290.5897435897,25371.3428571429,21782.8214285714,18979.1538461538,18237.4181818182,14988.4230769231,18270.1481481481,12037.0487804878,19388.1734693878,12040.6470588235,13689.9122807018,13767.5303030303,10815.0491803279,9614.2291666667,7870.1764705882,6775.2719298246,4708.7990196078,6575.1282051282,13764.3823529412,5551.6,4453.7894736842,6803.2692307692,5699.725,6781.4242424242,4985.425,3936.4878048781,17551.5217391304,9078.4705882353,9232.5,8211.90625,18103.7083333333,18647.8055555556,30887.5416666667,21669.5714285714,19409.5384615385,12185.7234042553,8134.4909090909,12363.1171171171,6106.6875,1682.8235294118,633.5394736842,-101.3215434084,1818.6647727273,3402.9101123596,4449.2653061225,6570.8421052632,-83.8888888889,-380.6107142857,-402.8178752108,4490.8992805755,65.5508982036,1332.409252669,48.5984251969,65.1951219512,-326.8928571429,3867.02,7536.5384615385,12560.6857142857,2637.5135135135,87.52,-448.2857142857,349.8661417323,395.0263157895,761.6857142857,2503.5434782609,-490.0723684211,-551.4489795918,-449.136,2591.4450402145,25.9090909091,210.8120805369,689.2571428571,1175.2857142857,5978.3255813954,1885.9787234043,750.9177057357,618.5555555556,5289.7826086957,4655.9450549451,231.4748322148,1467.2289156627,1387.4246575343,521.0055248619,603.7796610169,532.4259927798,1907,3919.778761062,1023.4444444444,607.298245614,2325.8448275862,3488.4358974359,5722.7674418605,10508.5,16512.46875,16708.7857142857,15883.125,15488.5714285714,12361.75,12749.380952381,15172.8793103448,8391.5735294118,4056.3181818182,1745.3125,1168.2093023256,201.5807860262,34.1954887218,1195.3409090909,-308.4144736842,221.64,1323.5853658537,355.6
38,glass,579.2857142857,3482.6296296296,15728.4915254237,1891.6818181818,-68.358974359,220.5,173.2285714286,21439.2448979592,874.1111111111,25274.8927613941,43107.4230769231,106236.611650485,103874.801587302,55155.5378787879,26210.6304347826,9074.1612903226,19188.8448275862,34124,23281.9649122807,53035.9571428571,11769.5365853659,6543.0238095238,7799.010989011,12641.6666666667,15731.1153846154,16475,23169.5138888889,20415.1666666667,13002.5892857143,11679.829787234,14268.5897435897,20784.3970588235,17540.2608695652,21715.8181818182,16111.8372093023,12684.2680412371,203694.658914729,172856.553191489,147473.6,144378.6875,180149.24,172791.574468085,132518.259259259,93010.3658536585,74289.9464285714,62292.4375,44428.9726027397,34828.3333333333,28661.8,59348.6,28008.7619047619,17357.75,17354.7692307692,16177.2051282051,16709,23806.9310344828,17567.9473684211,19678.1538461538,26903.4029850746,32691.7402597403,28114.1764705882,30604.7419354839,29628.6818181818,33965.0816326531,47269.4743589744,5762.34375,8881.9285714286,10512.8214285714,11561.5,13694.92,15388.04,16195.8717948718,22022.9142857143,15076.6785714286,10882.9230769231,12325.2363636364,7374.1538461539,9842,7414.2032520325,20512.1666666667,11189.8823529412,19337.5438596491,21018.8484848485,17277.7704918033,18694.6041666667,12453.431372549,7998.7719298246,2463.4901960784,5360.641025641,9263.1470588235,3492.76,3223.4210526316,5240.5384615385,4333.325,7859.2272727273,5935.125,6754.4634146342,27276.9130434783,20491.9411764706,17594.45,15492.59375,33950.125,31745.5277777778,49969.125,33181.0357142857,28714.5,14311.170212766,11966.2545454545,14532.0810810811,12803.7159090909,1774.6078431373,1826.1578947368,824.6463022508,5821.6590909091,14169.1348314607,20400.0408163265,28501.3052631579,-428.5729166667,286.525,6324.2917369309,-160.1438848921,35.5149700599,3372.9110320285,1586.7795275591,1497.6829268293,159.2142857143,686.08,2030.2769230769,1663.7428571429,-39.6216216216,-951.48,-856.4285714286,1727.4803149606,3307.7105263158,7062.5428571429,5138.6449275362,-628.1118421053,-755.3163265306,-957.832,559.7721179625,1491.6005509642,1473.2382550336,1036.6285714286,3157.3392857143,12077.0174418605,3345.6808510638,5566.5835411471,-450.1333333333,9066.6086956522,7732.989010989,2113.2197986577,-112.8072289157,221.2328767123,684.9337016575,103.6214689266,1930.844765343,5793.4054054054,6893.4690265487,818.2444444444,1855.052631579,5912.8965517241,10776.0769230769,15885.0697674419,25410.3333333333,38088.9375,34945.5,38448.8333333333,38393.8571428571,38361,49383.2857142857,56735.8793103448,27086.8235294118,11316.196969697,4033.7083333333,1404.9069767442,655.711790393,276.9398496241,2755.4848484849,437.5921052632,545.43,1260.512195122,341
40,glass,312.3333333333,1228.8518518519,6277.6949152542,884.8636363636,419.7948717949,928.75,273.8857142857,29341.3129251701,1075.8981481482,26933.2493297587,47372.3846153846,144536.805825243,125761.246031746,46425.0833333333,15081.652173913,11881.9032258065,27582.5344827586,50609.1,31251.2719298246,70372.9142857143,15704.756097561,8073.3571428571,10077.4835164835,17163.4047619048,20708.6730769231,21327.037037037,30853.0416666667,27217.8611111111,18374.2321428571,16107.0212765957,19555.9487179487,27425.5441176471,23356.7391304348,28820.9393939394,21131.7441860465,16407.206185567,285989.364341085,260346.829787234,221379.05,213172.90625,256629.92,237273.276595745,153967.740740741,106928.951219512,97878.4285714286,80449.15,44780.5068493151,37175.6333333333,30535.7375,51263.7333333333,26630.619047619,12743.4166666667,20561.7435897436,21187.5641025641,20778.0967741935,28872.1206896552,25096.9210526316,25063.9230769231,35267.2537313433,41330.8441558442,34493.6470588235,37163.9032258065,36573.5454545455,35509.9795918367,47106.4871794872,4449.3125,7664.8928571429,10637.0357142857,12429.2727272727,15344.64,19169.8,18819.2307692308,26792.8571428571,17894.0357142857,12496.8461538462,13535.7090909091,6979.1923076923,9152.8888888889,9289.3821138211,30219.0340136054,16693.7941176471,29695.1052631579,31450.6515151515,23185.4754098361,23774.6458333333,16423.0196078431,10007.0877192982,2285.9509803922,3880.2820512821,8440.1470588235,3155.04,3461.9473684211,5426.9230769231,4431.575,9380.9848484849,7276.9,12568.4512195122,43294.5217391304,24548.6470588235,24748.6,25816.0625,49046.2916666667,50854.0277777778,78188.5416666667,54523.3214285714,45800.1923076923,21694.8510638298,14215.5454545455,16969.2792792793,17724.5795454545,1133.068627451,300.5394736842,-20.2475884244,10285.7954545455,22589.9719101124,31175.5714285714,43051.6,-258.9791666667,700.6035714286,14721.0337268128,314.5683453237,685.6826347305,4558.9039145908,1904.5669291339,1884,595.1071428571,1589.4,2246.7230769231,1706.3428571429,107.8108108108,45.76,199.619047619,2044.9527559055,2720.8684210526,3469.6571428571,13481.6956521739,1430.2335526316,345.3367346939,-83.432,1877.6943699732,5590.1983471074,1923.1879194631,3043.9571428571,7636.7857142857,19234.6162790698,4895.9361702128,1687.3341645885,685.2888888889,15422.2065217391,13197.2747252747,5257.0520134228,703.8313253012,645.4794520548,609.1215469613,-135.2824858757,3850.3140794224,6266.0540540541,9837.0353982301,1841.4666666667,2824.6842105263,8788.4482758621,16942.2948717949,26092.3023255814,41781.9285714286,57904.125,52798.5,58287.625,56877.1428571429,60127.09375,75521.2380952381,86696.6379310345,40652.8088235294,16764.6666666667,5377.125,1935.5581395349,453.5851528384,-99.0827067669,2420.5378787879,-116.5,471.28,1444.756097561,194.96
42,glass,199.0952380952,858.8148148148,7276.779661017,653.8181818182,810.4871794872,405.1388888889,1148.5714285714,36388.1360544218,1321.9537037037,26993.2680965147,44340.5384615385,164680.058252427,133625.984126984,54987.3257575758,17431.8043478261,12767.7419354839,31413.0172413793,58454.04,36678.1140350877,86433.6571428571,18360.0243902439,9159.880952381,11080.3516483516,19400.7380952381,24024.5,24499.7037037037,37293.1805555556,32598.1388888889,21377.8392857143,18445.3617021277,22584.4871794872,32397.1176470588,27095.7826086957,33983.7575757576,25583.0697674419,18297.3917525773,301794.992248062,282089.808510638,239878.85,229137.78125,272388.28,265390.914893617,173749.092592593,118686.317073171,108284.553571429,86816.7625,50668.5890410959,41762.5333333333,34466.3625,53876.7333333333,34292.8095238095,17218.0833333333,23840.9230769231,23430.5897435897,25636.8387096774,39269.2586206897,26193.9736842105,26784.9230769231,40240.1343283582,47273.7532467532,39231.7647058823,40307.4516129032,37314.7272727273,37283.3673469388,45411.9743589744,3576.4375,6340.8928571429,9351.0714285714,9528,15797.08,19558.44,21444.6666666667,30403.7428571429,19925.7857142857,12013.7692307692,14652.5454545455,6946.5384615385,6021.3333333333,9451.8048780488,33323.3741496599,17521.3235294118,31421.9824561404,35004.7878787879,26373,26665.2291666667,18511.4509803922,11142.3859649123,2217.8774509804,5223.6153846154,8476.8529411765,3288.8,2782.052631579,6572.8461538462,5580.625,11626.1818181818,8275,11079.3414634146,42888.0869565217,38552.7058823529,28519.75,29243.875,58717.9166666667,55759.3888888889,93650.9166666667,62008.6428571429,54826.8846153846,25622.0212765957,14931.2909090909,16570.4324324324,22654.1079545455,1896,899.6381578947,1368.4565916399,12372.8522727273,27074.2415730337,38221.1224489796,53193.3368421053,1015.21875,1127.7892857143,14597.26306914,282.7122302158,1226.3053892216,5888.8113879004,2240.0787401575,1606.4878048781,1265,1286.88,2639.0923076923,1778.2285714286,409.3513513514,46.96,502.9523809524,1914.0551181102,2700.9736842105,3052.0571428571,14587.731884058,890.5723684211,990.6632653061,411.84,1815.3404825737,5799.8484848485,2738.5771812081,3152.0714285714,6685.9285714286,23021.5697674419,5167.170212766,1722.2817955112,692.5555555556,18232,15708.1428571429,5363.4899328859,877.6385542169,983.3698630137,1513.3259668508,713.1694915254,4475.8916967509,10233.0810810811,13260.8672566372,2962.1555555556,3631.6315789474,10505.4655172414,20386.2307692308,29631.3720930233,46285.1666666667,68958,62513.5714285714,68965.5416666667,68683.0714285714,71175.5,88840.6190476191,105386.827586207,50718.6764705882,20310.303030303,6013.8125,1944.5581395349,714.0087336245,397.7744360902,3132.6363636364,387.1184210526,273.62,1656.5365853659,-252.8
37,eppendorf,116.1904761905,506.2222222222,873.9661016949,58.1818181818,-756.5128205128,-661.8055555556,-1083.0285714286,45479.4693877551,1166.2037037037,122371.863270777,150971.461538462,246873.32038835,214924.246031746,80640.2575757576,29410.2608695652,23452.4301075269,52298.6896551724,92126.16,66398.1228070175,129902.942857143,32539.6585365854,22870.619047619,26348.1538461538,36971.0238095238,41779.2115384615,43065.6666666667,55144.4444444444,46465.3333333333,29607.7321428571,25055.829787234,30903.2307692308,45088.6323529412,39468.6086956522,48282.1212121212,36198.7906976744,31340.2268041237,483165.151162791,445071.510638298,381405.15,378179.03125,460286.98,384967.319148936,246240.685185185,177597.024390244,171875.928571429,151348.3125,72639.8219178082,59050.4333333333,41775.1,61936.5333333333,28888.2380952381,14750.9583333333,25189.6153846154,28883.1282051282,29534.1935483871,34917.1034482759,37330.6842105263,38944.6153846154,48029.7910447761,48718.4285714286,31214.9411764706,33749.7419354839,30756.9090909091,27027.1224489796,41950.7307692308,34086.375,30907.6071428571,30676.4285714286,34531.9545454545,43195.16,48111.28,49113.3846153846,58387.7714285714,42172.2142857143,34975.4615384615,35390.6909090909,23605.8461538462,21031.5925925926,23597.6585365854,57829.4047619048,35193.2058823529,55698.5614035088,57330.1363636364,45903.9344262295,45527.0625,34623.8039215686,21839.5087719298,9885.7107843137,11158.8205128205,14673.2647058824,8272.48,11020.3684210526,13687.8076923077,11481.025,19606.9696969697,15756.1125,28098.5243902439,72073,42732.8235294118,48249.75,45710.75,84612.25,89461.5,121907,89024.5714285714,73638.9615384615,38823.0212765957,31205,35092.4864864865,35855.3579545455,4679.2990196078,2600.7105263158,2438.536977492,16745.1477272727,42591.9494382022,57994.693877551,78468.8105263158,848.1493055556,788.8321428571,24924.6728499157,832.1079136691,185.8143712575,7148.9039145908,1264.6850393701,716.0243902439,-275.2142857143,1365.96,6986.9384615385,5740.8571428571,1953.6216216216,686.36,9.4047619048,1155.125984252,1617.0263157895,3255.8,21954.231884058,710.4276315789,379.2857142857,-468.736,2920.9705093834,8814.6666666667,2600.3255033557,5528.7571428571,12865.7678571429,28384.1918604651,4235.8510638298,647.391521197,-107.5222222222,23544.1956521739,19897.4505494506,8767.3271812081,853.0240963855,844,804.5856353591,114.4124293785,7610.8050541516,7381.027027027,14981.8938053097,2450.2444444444,4724.9649122807,16465.9137931034,29114.6025641026,46574.2093023256,74225.5714285714,97333.09375,92817.6428571429,101763.041666667,102437.5,107157.46875,143089.547619048,149438.482758621,67047.4852941177,27874.0151515152,9613.7708333333,2813.7441860465,718.5938864629,-273.4887218045,2341.3712121212,159.4539473684,188.37,944.243902439,-116.24
